timestamp,throughput_gbps,queueing_KB
1.088938888889,95.41,6.92
1.088988888889,93.90,5.38
1.089038888889,93.04,6.87
1.089088888889,89.00,5.58
1.089138888889,92.05,6.90
1.089188888889,91.53,5.06
1.089238888889,79.10,4.48
1.089288888889,90.82,7.76
1.089338888889,94.41,6.30
1.089388888889,91.45,6.12
1.089438888889,92.58,5.90
1.089488888889,92.77,7.15
1.089538888889,75.99,4.85
1.089588888889,93.48,8.08
1.089638888889,91.44,6.39
1.089688888889,93.01,6.18
1.089738888889,90.21,7.06
1.089788888889,90.74,6.36
1.089838888889,71.43,3.95
1.089888888889,83.99,7.65
1.089938888889,95.37,31.93
1.089988888889,99.65,24.86
1.090038888889,93.45,6.07
1.090088888889,93.72,8.07
1.090138888889,98.28,44.98
1.090188888889,96.45,9.15
1.090238888889,78.53,6.61
1.090288888889,90.56,6.38
1.090338888889,93.86,6.79
1.090388888889,88.90,6.40
1.090438888889,89.18,5.24
1.090488888889,91.62,7.46
1.090538888889,89.15,7.18
1.090588888889,87.32,8.50
1.090638888889,76.99,6.10
1.090688888889,76.00,7.57
1.090738888889,82.98,4.64
1.090788888889,89.04,6.41
1.090838888889,90.58,6.14
1.090888888889,97.34,41.45
1.090938888889,91.45,5.74
1.090988888889,88.59,7.57
1.091038888889,95.10,35.20
1.091088888889,97.42,15.48
1.091138888889,94.22,5.65
1.091188888889,92.48,5.11
1.091238888889,88.12,5.57
1.091288888889,95.36,29.29
1.091338888889,96.40,21.75
1.091388888889,85.72,5.40
1.091438888889,74.64,3.77
1.091488888889,74.96,4.79
1.091538888889,74.41,7.18
1.091588888889,76.31,5.74
1.091638888889,91.84,7.81
1.091688888889,91.80,7.70
1.091738888889,93.02,8.39
1.091788888889,92.40,7.93
1.091838888889,92.06,4.92
1.091888888889,92.17,5.53
1.091938888889,90.78,6.24
1.091988888889,94.24,28.80
1.092038888889,96.98,16.47
1.092088888889,91.55,6.22
1.092138888889,89.70,6.60
1.092188888889,90.87,6.32
1.092238888889,89.28,6.33
1.092288888889,91.46,8.32
1.092338888889,92.53,7.93
1.092388888889,77.82,5.55
1.092438888889,80.04,5.14
1.092488888889,92.85,5.78
1.092538888889,92.98,5.37
1.092588888889,94.18,6.92
1.092638888889,97.03,34.32
1.092688888889,98.78,14.10
1.092738888889,92.30,5.55
1.092788888889,93.69,7.11
1.092838888889,63.95,2.68
1.092888888889,75.75,6.33
1.092938888889,90.27,5.59
1.092988888889,80.16,3.35
1.093038888889,85.93,5.77
1.093088888889,91.20,6.80
1.093138888889,76.03,5.06
1.093188888889,91.78,6.57
1.093238888889,93.86,7.47
1.093288888889,94.12,5.49
1.093338888889,93.00,6.19
1.093388888889,91.66,7.26
1.093438888889,91.21,8.33
1.093488888889,92.35,6.54
1.093538888889,93.55,7.77
1.093588888889,91.29,5.29
1.093638888889,82.72,5.53
1.093688888889,77.85,5.97
1.093738888889,89.75,5.12
1.093788888889,90.89,5.32
1.093838888889,90.43,6.11
1.093888888889,87.76,6.83
1.093938888889,77.98,5.14
1.093988888889,79.20,6.12
1.094038888889,96.31,6.71
1.094088888889,89.44,7.11
1.094138888889,90.66,7.16
1.094188888889,92.87,7.01
1.094238888889,91.04,6.84
1.094288888889,77.99,4.78
1.094338888889,92.55,4.93
1.094388888889,88.84,8.03
1.094438888889,90.50,6.50
1.094488888889,93.69,7.28
1.094538888889,95.18,33.75
1.094588888889,97.03,8.69
1.094638888889,92.47,6.19
1.094688888889,90.60,5.54
1.094738888889,97.24,39.70
1.094788888889,94.87,9.34
1.094838888889,92.35,5.48
1.094888888889,97.03,36.78
1.094938888889,98.66,15.65
1.094988888889,93.05,7.42
1.095038888889,93.83,6.44
1.095088888889,81.84,7.32
1.095138888889,91.72,7.79
1.095188888889,91.60,5.73
1.095238888889,92.57,6.32
1.095288888889,92.65,5.21
1.095338888889,97.89,28.69
1.095388888889,98.56,44.09
1.095438888889,90.99,7.21
1.095488888889,76.34,4.57
1.095538888889,93.40,6.64
1.095588888889,94.92,7.63
1.095638888889,90.39,5.59
1.095688888889,88.16,6.44
1.095738888889,89.35,7.08
1.095788888889,90.85,7.51
1.095838888889,91.73,8.19
1.095888888889,94.46,5.01
1.095938888889,92.47,5.13
1.095988888889,91.76,6.45
1.096038888889,95.64,36.55
1.096088888889,99.81,21.91
1.096138888889,92.73,8.28
1.096188888889,92.14,8.12
1.096238888889,94.74,14.70
1.096288888889,99.05,37.52
1.096338888889,99.13,11.38
1.096388888889,94.81,6.42
1.096438888889,93.47,5.26
1.096488888889,91.87,23.28
1.096538888889,100.09,22.83
1.096588888889,88.26,5.09
1.096638888889,68.87,4.14
1.096688888889,88.44,5.37
1.096738888889,89.53,6.27
1.096788888889,75.93,14.52
1.096838888889,98.61,27.72
1.096888888889,91.25,4.61
1.096938888889,92.51,6.54
1.096988888889,90.86,5.98
1.097038888889,89.71,5.34
1.097088888889,87.39,6.45
1.097138888889,91.86,5.60
1.097188888889,89.88,5.69
1.097238888889,88.57,5.43
1.097288888889,72.12,4.08
1.097338888889,86.03,5.82
1.097388888889,85.87,4.40
1.097438888889,71.57,4.43
1.097488888889,69.80,3.64
1.097538888889,88.85,4.19
1.097588888889,90.34,6.17
1.097638888889,88.31,5.74
1.097688888889,89.98,6.34
1.097738888889,88.66,5.26
1.097788888889,91.45,4.41
1.097838888889,90.43,4.17
1.097888888889,75.33,4.39
1.097938888889,85.31,4.52
1.097988888889,91.34,6.15
1.098038888889,90.66,5.87
1.098088888889,92.40,5.39
1.098138888889,90.04,4.72
1.098188888889,89.01,5.80
1.098238888889,89.67,4.90
1.098288888889,89.03,3.99
1.098338888889,86.28,6.28
1.098388888889,91.61,6.52
1.098438888889,92.41,7.43
1.098488888889,89.36,5.37
1.098538888889,88.53,5.56
1.098588888889,87.91,6.27
1.098638888889,90.26,4.80
1.098688888889,87.96,4.74
1.098738888889,81.20,3.88
1.098788888889,79.75,4.28
1.098838888889,85.48,6.18
1.098888888889,88.65,26.88
1.098938888889,99.47,18.01
1.098988888889,89.07,6.30
1.099038888889,88.89,4.75
1.099088888889,90.64,5.19
1.099138888889,91.79,4.57
1.099188888889,91.22,5.32
1.099238888889,86.11,4.14
1.099288888889,87.50,5.16
1.099338888889,89.80,6.04
1.099388888889,88.94,4.30
1.099438888889,85.81,5.06
1.099488888889,89.26,6.78
1.099538888889,90.55,5.13
1.099588888889,89.21,6.38
1.099638888889,84.40,4.82
1.099688888889,87.61,6.63
1.099738888889,90.03,6.51
1.099788888889,90.61,5.54
1.099838888889,88.74,5.65
1.099888888889,87.28,4.96
1.099938888889,80.40,3.02
1.099988888889,91.66,5.12
1.100038888889,92.71,5.62
1.100088888889,89.99,4.97
1.100138888889,89.00,4.23
1.100188888889,89.28,7.14
1.100238888889,87.97,7.29
1.100288888889,87.08,5.89
1.100338888889,87.29,5.32
1.100388888889,85.86,5.84
1.100438888889,90.74,5.71
1.100488888889,87.31,6.13
1.100538888889,76.54,5.06
1.100588888889,89.22,5.78
1.100638888889,89.59,5.98
1.100688888889,87.81,4.22
1.100738888889,87.24,4.61
1.100788888889,86.53,4.39
1.100838888889,90.90,5.48
1.100888888889,87.65,5.39
1.100938888889,87.67,6.10
1.100988888889,88.07,4.39
1.101038888889,89.02,4.50
1.101088888889,89.53,5.82
1.101138888889,89.67,6.00
1.101188888889,90.00,22.19
1.101238888889,99.86,24.38
1.101288888889,92.64,6.05
1.101338888889,91.58,5.62
1.101388888889,87.45,5.52
1.101438888889,93.57,5.30
1.101488888889,91.03,5.71
1.101538888889,91.38,9.35
1.101588888889,89.70,7.62
1.101638888889,90.85,7.13
1.101688888889,99.71,45.87
1.101738888889,92.62,8.53
1.101788888889,86.60,5.03
1.101838888889,89.36,4.81
1.101888888889,92.47,5.60
1.101938888889,96.20,7.76
1.101988888889,93.63,6.75
1.102038888889,95.65,7.34
1.102088888889,91.61,6.34
1.102138888889,91.45,11.67
1.102188888889,96.81,37.03
1.102238888889,100.05,32.11
1.102288888889,92.35,7.65
1.102338888889,92.42,5.87
1.102388888889,91.66,6.79
1.102438888889,94.58,6.58
1.102488888889,91.31,7.30
1.102538888889,89.40,3.66
1.102588888889,88.35,5.94
1.102638888889,91.56,6.07
1.102688888889,91.65,5.36
1.102738888889,76.99,5.06
1.102788888889,76.41,5.14
1.102838888889,92.76,5.55
1.102888888889,93.10,5.75
1.102938888889,92.26,7.06
1.102988888889,92.53,7.27
1.103038888889,89.32,6.89
1.103088888889,95.59,6.55
1.103138888889,90.34,7.73
1.103188888889,90.76,6.42
1.103238888889,92.05,4.76
1.103288888889,91.41,5.30
1.103338888889,90.95,6.00
1.103388888889,91.23,4.73
1.103438888889,91.66,6.57
1.103488888889,91.61,8.17
1.103538888889,92.45,9.24
1.103588888889,89.48,5.98
1.103638888889,88.14,5.02
1.103688888889,83.10,6.79
1.103738888889,79.37,5.19
1.103788888889,91.40,6.68
1.103838888889,91.69,7.03
1.103888888889,90.02,7.57
1.103938888889,90.77,6.15
1.103988888889,91.52,5.12
1.104038888889,89.70,5.25
1.104088888889,96.92,50.24
1.104138888889,99.38,17.76
1.104188888889,73.28,4.78
1.104238888889,78.01,4.12
1.104288888889,73.55,4.61
1.104338888889,87.00,5.30
1.104388888889,92.47,4.72
1.104438888889,89.02,8.09
1.104488888889,89.78,5.61
1.104538888889,92.06,6.18
1.104588888889,90.58,7.54
1.104638888889,90.88,5.76
