timestamp,budget_bytes
10.000022543000,113000.00
10.000032563000,46866.00
10.000042583000,46866.00
10.000052603000,46866.00
10.000062623000,46866.00
10.000072643000,45328.00
10.000082663000,46866.00
10.000092683000,45328.00
10.000102703000,45328.00
10.000112723000,45328.00
10.000122743000,45328.00
10.000132763000,46866.00
10.000142783000,45328.00
10.000152803000,46866.00
10.000162823000,45328.00
10.000172843000,46866.00
10.000182863000,45328.00
10.000192883000,45328.00
10.000202903000,46866.00
10.000212923000,45328.00
10.000222943000,46866.00
10.000232963000,45328.00
10.000242983000,46866.00
10.000253003000,45328.00
10.000263023000,45328.00
10.000273043000,45328.00
10.000283063000,45328.00
10.000293083000,46866.00
10.000303103000,45328.00
10.000313123000,46866.00
10.000323143000,45328.00
10.000333163000,46866.00
10.000343183000,45328.00
10.000353203000,45328.00
10.000363223000,46866.00
10.000373243000,45328.00
10.000383263000,46866.00
10.000393283000,45328.00
10.000403303000,46866.00
10.000413323000,45328.00
10.000423343000,45328.00
10.000433363000,45328.00
10.000443383000,45328.00
10.000453403000,45328.00
10.000463423000,46866.00
10.000473443000,45328.00
10.000483463000,46866.00
10.000493483000,45328.00
10.000503503000,46866.00
10.000513523000,45328.00
10.000523543000,45328.00
10.000533563000,45328.00
10.000543583000,45328.00
10.000553603000,46866.00
10.000563623000,45328.00
10.000573643000,46866.00
10.000583663000,45328.00
10.000593683000,45328.00
10.000603703000,45328.00
10.000613723000,45328.00
10.000623743000,46866.00
10.000633763000,45328.00
10.000643783000,46866.00
10.000653803000,45328.00
10.000663823000,46866.00
10.000673843000,45328.00
10.000683863000,45328.00
10.000693883000,45328.00
10.000703903000,45328.00
10.000713923000,46866.00
10.000723943000,45328.00
10.000733963000,46866.00
10.000743983000,45328.00
10.000754003000,45328.00
10.000764023000,45328.00
10.000774043000,45328.00
10.000784063000,46866.00
10.000794083000,45328.00
10.000804103000,46866.00
10.000814123000,45328.00
10.000824143000,46866.00
10.000834163000,45328.00
10.000844183000,45328.00
10.000854203000,46866.00
10.000864223000,45328.00
10.000874243000,45328.00
10.000884263000,46866.00
10.000894283000,45328.00
10.000904303000,46866.00
10.000914323000,45328.00
10.000924343000,46866.00
10.000934363000,45328.00
10.000944383000,45328.00
10.000954403000,46866.00
10.000964423000,45328.00
10.000974443000,46866.00
10.000984463000,45328.00
10.000994483000,46866.00
10.001004503000,45328.00
10.001014523000,45328.00
10.001024543000,45328.00
10.001034563000,45328.00
