timestamp,credit_backlog
10.422222243000,0.00
10.422272253000,0.00
10.422322263000,0.00
10.422372273000,0.00
10.422422283000,0.00
10.422472293000,0.00
10.422522303000,0.00
10.422572313000,0.00
10.422622323000,0.00
10.422672333000,0.00
10.422722343000,0.00
10.422772353000,0.00
10.422822363000,0.00
10.422872373000,1538.00
10.422922383000,0.00
10.422972393000,1538.00
10.423022403000,1538.00
10.423072413000,0.00
10.423122423000,1538.00
10.423172433000,0.00
10.423222443000,0.00
10.423272453000,0.00
10.423322463000,0.00
10.423372473000,0.00
10.423422483000,0.00
10.423472493000,0.00
10.423522503000,1538.00
10.423572513000,1538.00
10.423622523000,0.00
10.423672533000,0.00
10.423722543000,0.00
10.423772553000,60559.00
10.423822563000,0.00
10.423872573000,1538.00
10.423922583000,1538.00
10.423972593000,1538.00
10.424022603000,1538.00
10.424072613000,0.00
10.424122623000,1538.00
10.424172633000,0.00
10.424222643000,1538.00
10.424272653000,0.00
10.424322663000,1538.00
10.424372673000,1538.00
10.424422683000,1538.00
10.424472693000,1538.00
10.424522703000,0.00
10.424572713000,1538.00
10.424622723000,1538.00
10.424672733000,0.00
10.424722743000,0.00
10.424772753000,0.00
10.424822763000,0.00
10.424872773000,0.00
10.424922783000,7690.00
10.424972793000,6152.00
10.425022803000,106122.00
10.425072813000,110736.00
10.425122823000,1538.00
10.425172833000,1538.00
10.425222843000,1538.00
10.425272853000,0.00
10.425322863000,0.00
10.425372873000,1538.00
10.425422883000,1538.00
10.425472893000,0.00
10.425522903000,95356.00
10.425572913000,95356.00
10.425622923000,96894.00
10.425672933000,95356.00
10.425722943000,96894.00
10.425772953000,96894.00
10.425822963000,95356.00
10.425872973000,93818.00
10.425922983000,93818.00
10.425972993000,95356.00
10.426023003000,95356.00
10.426073013000,93818.00
10.426123023000,95356.00
10.426173033000,123040.00
10.426223043000,96894.00
10.426273053000,96894.00
10.426323063000,24608.00
10.426373073000,24608.00
10.426423083000,24608.00
10.426473093000,24608.00
10.426523103000,0.00
10.426573113000,0.00
10.426623123000,0.00
10.426673133000,23070.00
10.426723143000,21532.00
10.426773153000,23070.00
10.426823163000,35374.00
10.426873173000,92280.00
10.426923183000,92280.00
10.426973193000,186098.00
10.427023203000,186098.00
10.427073213000,113812.00
10.427123223000,113812.00
10.427173233000,110736.00
10.427223243000,113812.00
10.427273253000,106122.00
10.427323263000,115350.00
10.427373273000,113812.00
10.427423283000,113812.00
10.427473293000,113812.00
10.427523303000,113812.00
10.427573313000,26146.00
10.427623323000,26146.00
10.427673333000,24608.00
10.427723343000,24608.00
10.427773353000,0.00
10.427823363000,0.00
10.427873373000,10766.00
10.427923383000,56906.00
10.427973393000,95356.00
10.428023403000,24608.00
10.428073413000,24608.00
10.428123423000,24608.00
10.428173433000,26146.00
10.428223443000,26146.00
10.428273453000,26651.00
10.428323463000,26146.00
10.428373473000,26146.00
10.428423483000,0.00
10.428473493000,0.00
10.428523503000,7690.00
10.428573513000,26146.00
10.428623523000,24608.00
10.428673533000,24608.00
10.428723543000,1538.00
10.428773553000,23070.00
10.428823563000,21532.00
10.428873573000,0.00
10.428923583000,0.00
10.428973593000,0.00
10.429023603000,6152.00
10.429073613000,44602.00
10.429123623000,95356.00
10.429173633000,96894.00
10.429223643000,95356.00
10.429273653000,91895.00
10.429323663000,26146.00
10.429373673000,24608.00
10.429423683000,36912.00
10.429473693000,21532.00
10.429523703000,21532.00
10.429573713000,18456.00
10.429623723000,21532.00
10.429673733000,24608.00
10.429723743000,15380.00
10.429773753000,33836.00
10.429823763000,115350.00
10.429873773000,113812.00
10.429923783000,113812.00
10.429973793000,112274.00
10.430023803000,113812.00
10.430073813000,112274.00
10.430123823000,113812.00
10.430173833000,187636.00
10.430223843000,132268.00
10.430273853000,113812.00
10.430323863000,179946.00
10.430373873000,184560.00
10.430423883000,135344.00
10.430473893000,113812.00
10.430523903000,113812.00
10.430573913000,113812.00
10.430623923000,115350.00
10.430673933000,23070.00
10.430723943000,24608.00
10.430773953000,23070.00
10.430823963000,26146.00
10.430873973000,0.00
10.430923983000,0.00
10.430973993000,1538.00
10.431024003000,0.00
10.431074013000,0.00
10.431124023000,0.00
10.431174033000,0.00
10.431224043000,0.00
10.431274053000,0.00
10.431324063000,0.00
10.431374073000,0.00
10.431424083000,0.00
10.431474093000,0.00
10.431524103000,50754.00
10.431574113000,92280.00
10.431624123000,92280.00
10.431674133000,3076.00
10.431724143000,1538.00
10.431774153000,1538.00
10.431824163000,1538.00
10.431874173000,96894.00
10.431924183000,95356.00
10.431974193000,95356.00
10.432024203000,95356.00
10.432074213000,95356.00
10.432124223000,96894.00
10.432174233000,64596.00
10.432224243000,46140.00
10.432274253000,24608.00
10.432324263000,19994.00
10.432374273000,4614.00
10.432424283000,0.00
10.432474293000,0.00
10.432524303000,0.00
10.432574313000,0.00
10.432624323000,19994.00
10.432674333000,18456.00
10.432724343000,13842.00
10.432774353000,10766.00
10.432824363000,6152.00
10.432874373000,0.00
10.432924383000,0.00
10.432974393000,0.00
10.433024403000,0.00
10.433074413000,0.00
10.433124423000,0.00
10.433174433000,0.00
10.433224443000,0.00
10.433274453000,1538.00
10.433324463000,0.00
10.433374473000,0.00
10.433424483000,0.00
10.433474493000,0.00
10.433524503000,0.00
10.433574513000,0.00
10.433624523000,0.00
10.433674533000,0.00
10.433724543000,0.00
10.433774553000,0.00
10.433824563000,0.00
10.433874573000,0.00
10.433924583000,0.00
10.433974593000,0.00
10.434024603000,0.00
10.434074613000,0.00
10.434124623000,0.00
10.434174633000,0.00
10.434224643000,0.00
10.434274653000,0.00
10.434324663000,0.00
10.434374673000,0.00
10.434424683000,0.00
10.434474693000,0.00
10.434524703000,0.00
10.434574713000,0.00
10.434624723000,0.00
10.434674733000,0.00
10.434724743000,0.00
10.434774753000,1538.00
10.434824763000,0.00
10.434874773000,0.00
10.434924783000,0.00
10.434974793000,0.00
10.435024803000,0.00
10.435074813000,1538.00
10.435124823000,0.00
10.435174833000,0.00
10.435224843000,0.00
10.435274853000,12304.00
10.435324863000,21532.00
10.435374873000,0.00
10.435424883000,0.00
10.435474893000,0.00
10.435524903000,0.00
10.435574913000,0.00
10.435624923000,0.00
10.435674933000,0.00
10.435724943000,0.00
10.435774953000,0.00
10.435824963000,0.00
10.435874973000,0.00
10.435924983000,0.00
10.435974993000,0.00
10.436025003000,0.00
10.436075013000,0.00
10.436125023000,0.00
10.436175033000,0.00
10.436225043000,0.00
10.436275053000,0.00
10.436325063000,0.00
10.436375073000,0.00
10.436425083000,0.00
10.436475093000,0.00
10.436525103000,0.00
10.436575113000,0.00
10.436625123000,0.00
10.436675133000,0.00
10.436725143000,0.00
10.436775153000,0.00
10.436825163000,0.00
10.436875173000,0.00
10.436925183000,0.00
10.436975193000,0.00
10.437025203000,0.00
10.437075213000,0.00
10.437125223000,1538.00
10.437175233000,1538.00
10.437225243000,0.00
10.437275253000,0.00
10.437325263000,0.00
10.437375273000,0.00
10.437425283000,0.00
10.437475293000,0.00
10.437525303000,0.00
10.437575313000,0.00
10.437625323000,0.00
10.437675333000,0.00
10.437725343000,0.00
10.437775353000,0.00
10.437825363000,0.00
10.437875373000,0.00
10.437925383000,0.00
10.437975393000,0.00
10.438025403000,0.00
10.438075413000,0.00
10.438125423000,0.00
10.438175433000,0.00
10.438225443000,0.00
10.438275453000,0.00
10.438325463000,0.00
10.438375473000,0.00
10.438425483000,0.00
10.438475493000,0.00
10.438525503000,0.00
10.438575513000,0.00
10.438625523000,0.00
10.438675533000,0.00
10.438725543000,0.00
10.438775553000,0.00
10.438825563000,0.00
10.438875573000,0.00
10.438925583000,0.00
10.438975593000,0.00
10.439025603000,0.00
10.439075613000,0.00
10.439125623000,0.00
10.439175633000,0.00
10.439225643000,0.00
10.439275653000,0.00
10.439325663000,0.00
10.439375673000,0.00
10.439425683000,0.00
10.439475693000,4614.00
10.439525703000,13842.00
10.439575713000,0.00
10.439625723000,0.00
10.439675733000,0.00
10.439725743000,0.00
10.439775753000,0.00
10.439825763000,0.00
10.439875773000,0.00
10.439925783000,0.00
10.439975793000,0.00
10.440025803000,0.00
10.440075813000,0.00
10.440125823000,0.00
10.440175833000,0.00
10.440225843000,0.00
10.440275853000,0.00
10.440325863000,0.00
10.440375873000,0.00
10.440425883000,0.00
10.440475893000,0.00
10.440525903000,0.00
10.440575913000,0.00
10.440625923000,0.00
10.440675933000,0.00
10.440725943000,0.00
10.440775953000,0.00
10.440825963000,0.00
10.440875973000,0.00
10.440925983000,0.00
10.440975993000,0.00
10.441026003000,0.00
10.441076013000,19994.00
10.441126023000,24608.00
10.441176033000,24608.00
10.441226043000,24608.00
10.441276053000,93818.00
10.441326063000,95356.00
10.441376073000,23070.00
10.441426083000,18456.00
10.441476093000,13842.00
10.441526103000,0.00
10.441576113000,0.00
10.441626123000,0.00
10.441676133000,0.00
10.441726143000,0.00
10.441776153000,109198.00
10.441826163000,109198.00
10.441876173000,104584.00
10.441926183000,107660.00
10.441976193000,107660.00
10.442026203000,3076.00
10.442076213000,1538.00
10.442126223000,1538.00
10.442176233000,24608.00
10.442226243000,90742.00
10.442276253000,87666.00
10.442326263000,89204.00
10.442376273000,12304.00
10.442426283000,0.00
10.442476293000,1538.00
10.442526303000,0.00
10.442576313000,0.00
10.442626323000,0.00
10.442676333000,0.00
10.442726343000,0.00
10.442776353000,0.00
10.442826363000,0.00
10.442876373000,0.00
10.442926383000,0.00
10.442976393000,0.00
10.443026403000,0.00
10.443076413000,0.00
10.443126423000,0.00
10.443176433000,0.00
10.443226443000,0.00
10.443276453000,0.00
10.443326463000,0.00
10.443376473000,0.00
10.443426483000,0.00
10.443476493000,0.00
10.443526503000,0.00
10.443576513000,0.00
10.443626523000,10766.00
10.443676533000,0.00
10.443726543000,0.00
10.443776553000,0.00
10.443826563000,0.00
10.443876573000,0.00
10.443926583000,0.00
10.443976593000,0.00
10.444026603000,0.00
10.444076613000,0.00
10.444126623000,0.00
10.444176633000,0.00
10.444226643000,0.00
10.444276653000,0.00
10.444326663000,0.00
10.444376673000,0.00
10.444426683000,0.00
